row_id,order_id,order_date,Shipping_date,Shipping_mode,shipping_cost,order_priority
30012,ID-2015-RF19735102-42368,2015-12-30,2016-01-03,Standard Class,10.29,Medium
42808,MZ-2015-RD993087-42140,2015-05-16,2015-05-22,Standard Class,10.29,Medium
26262,IN-2014-SG2047027-41886,2014-09-04,2014-09-09,Standard Class,10.29,Medium
23371,IN-2014-SP20920130-41808,2014-06-18,2014-06-24,Standard Class,10.29,Medium
11730,ES-2014-BS1136548-41724,2014-03-26,2014-03-31,Second Class,10.28,Medium
50532,TO-2015-BG1695131-42325,2015-11-17,2015-11-23,Standard Class,10.28,Medium
36935,CA-2012-GM14440140-41263,2012-12-20,2012-12-26,Standard Class,99.18,Medium
51003,TU-2015-CA2775134-42060,2015-02-25,2015-03-03,Standard Class,10.28,Medium
28054,IN-2014-JK1532559-41801,2014-06-11,2014-06-11,Same Day,10.28,High
37456,CA-2014-GM14440140-41977,2014-12-04,2014-12-10,Standard Class,53.32,Medium
25166,IN-2013-KM163757-41360,2013-03-27,2013-03-31,Standard Class,10.28,High
33158,US-2015-GM14440140-42090,2015-03-27,2015-03-28,First Class,38.94,Critical
17606,IT-2014-SW2035091-41989,2014-12-16,2014-12-17,First Class,10.28,Medium
33157,US-2015-GM14440140-42090,2015-03-27,2015-03-28,First Class,19.28,Critical
36936,CA-2012-GM14440140-41263,2012-12-20,2012-12-26,Standard Class,19.22,Medium
39642,US-2012-GM14440140-40988,2012-03-20,2012-03-24,Standard Class,17.47,High
42552,TZ-2014-JJ5760129-41878,2014-08-27,2014-08-29,Second Class,10.27,High
42677,EZ-2013-JH591032-41326,2013-02-21,2013-02-23,Second Class,10.27,Medium
49800,IR-2013-MV748560-41363,2013-03-30,2013-04-04,Standard Class,10.27,High
30652,ID-2015-ML1775592-42090,2015-03-27,2015-03-29,Second Class,10.27,High
18475,IT-2014-VM2168591-41864,2014-08-13,2014-08-20,Standard Class,10.27,Low
6394,MX-2012-BW1111082-41217,2012-11-04,2012-11-09,Standard Class,10.268,Medium
42171,UP-2013-AB150137-41355,2013-03-22,2013-03-23,First Class,10.26,Medium
30363,IN-2013-BS1175592-41591,2013-11-13,2013-11-18,Standard Class,10.26,Medium
28627,ID-2013-DP131057-41550,2013-10-03,2013-10-07,Standard Class,10.26,Medium
14976,ES-2013-DP1316564-41278,2013-01-04,2013-01-10,Standard Class,10.26,Medium
24847,IN-2015-EH137657-42367,2015-12-29,2016-01-03,Second Class,10.26,Medium
3592,MX-2013-NM1852082-41404,2013-05-10,2013-05-15,Standard Class,10.26,Medium
28446,IN-2015-SS2059059-42364,2015-12-26,2015-12-31,Standard Class,10.26,Medium
9862,MX-2012-SL2015582-41116,2012-07-26,2012-08-02,Standard Class,10.254,Medium
5385,MX-2012-SB2017031-41227,2012-11-14,2012-11-19,Standard Class,10.254,Medium
26708,IN-2014-AD1018027-41901,2014-09-19,2014-09-21,Second Class,10.25,Critical
21258,IN-2014-AH1069027-41979,2014-12-06,2014-12-07,First Class,10.25,Medium
19270,IT-2012-CM1183045-41255,2012-12-12,2012-12-18,Standard Class,10.25,Low
24458,IN-2015-CA123107-42104,2015-04-10,2015-04-13,First Class,10.25,High
11236,ES-2012-JH1591048-41192,2012-10-10,2012-10-13,First Class,10.25,High
18881,ES-2015-PR18880120-42250,2015-09-03,2015-09-05,First Class,10.25,Critical
26433,IN-2015-SW2035027-42165,2015-06-10,2015-06-12,Second Class,10.25,Medium
29501,IN-2013-SC2057527-41417,2013-05-23,2013-05-27,Second Class,10.25,Medium
24033,ID-2015-TT2146059-42185,2015-06-30,2015-07-02,First Class,10.25,High
2361,MX-2015-CS1250582-42342,2015-12-04,2015-12-08,Standard Class,10.245,High
34009,CA-2015-GM14440140-42215,2015-07-30,2015-08-02,Second Class,14.84,High
44104,IV-2014-JC538529-41894,2014-09-12,2014-09-17,Standard Class,10.24,Medium
10469,ES-2014-JE1571545-41685,2014-02-15,2014-02-19,Standard Class,10.24,Medium
14172,ES-2014-JE1571548-41958,2014-11-15,2014-11-17,First Class,10.24,High
39640,US-2012-GM14440140-40988,2012-03-20,2012-03-24,Standard Class,12.7,High
26497,IN-2014-SW2027558-41952,2014-11-09,2014-11-09,Same Day,10.24,High
20199,ES-2015-TT21220139-42322,2015-11-14,2015-11-20,Standard Class,10.24,Medium
15312,ES-2012-YS2188044-41202,2012-10-20,2012-10-26,Standard Class,10.24,Medium
1651,US-2014-LH169005-41683,2014-02-13,2014-02-17,Standard Class,10.236,High
358,US-2014-AA10375101-41818,2014-06-28,2014-07-01,First Class,10.235,Critical
2612,MX-2012-MP1796528-40930,2012-01-22,2012-01-26,Standard Class,10.231,Medium
38467,US-2015-GM14440140-42286,2015-10-09,2015-10-15,Standard Class,8.2,Medium
13509,ES-2015-BD1162064-42272,2015-09-25,2015-09-30,Standard Class,10.23,Medium
10526,ES-2015-EB13840139-42367,2015-12-29,2016-01-04,Standard Class,10.23,Medium
25376,IN-2014-GR1456058-41924,2014-10-12,2014-10-17,Standard Class,10.23,Medium
30655,IN-2015-KH1651092-42225,2015-08-09,2015-08-12,First Class,10.23,Medium
41388,IZ-2012-MA756061-41172,2012-09-20,2012-09-22,Second Class,10.23,Medium
12823,ES-2014-MV18190120-41677,2014-02-07,2014-02-11,Standard Class,10.23,High
10590,IT-2012-RS1987091-41200,2012-10-18,2012-10-22,Standard Class,10.23,High
45881,EG-2015-SR1042538-42056,2015-02-21,2015-02-23,Second Class,10.23,High
5094,MX-2015-EM1414031-42284,2015-10-07,2015-10-09,Second Class,10.227,Medium
4651,US-2013-CD119205-41348,2013-03-15,2013-03-19,Standard Class,10.226,Medium
48246,MO-2015-AW93086-42012,2015-01-08,2015-01-13,Standard Class,10.22,High
39641,US-2012-GM14440140-40988,2012-03-20,2012-03-24,Standard Class,5.08,High
21243,IN-2014-BT1168027-41795,2014-06-05,2014-06-11,Standard Class,10.22,Medium
13593,ES-2012-DL12865139-41150,2012-08-29,2012-09-05,Standard Class,10.22,Medium
26875,ID-2015-EB1393059-42206,2015-07-21,2015-07-25,Standard Class,10.22,High
26398,ID-2014-GT147107-42003,2014-12-30,2015-01-03,Standard Class,10.22,Medium
32101,CA-2015-GM14440140-42117,2015-04-23,2015-04-25,First Class,1.74,High
28196,IN-2014-LC169307-42001,2014-12-28,2014-12-30,Second Class,10.22,Critical
26963,ID-2015-MT180707-42074,2015-03-11,2015-03-12,First Class,10.22,High
36158,CA-2012-GM14455140-41009,2012-04-10,2012-04-15,Second Class,140.01,High
41941,SF-2015-NP8700117-42052,2015-02-17,2015-02-22,Standard Class,10.22,Medium
37695,CA-2015-GM14455140-42223,2015-08-07,2015-08-13,Standard Class,99.1,Medium
15441,IT-2014-SP2086045-41956,2014-11-13,2014-11-18,Standard Class,10.22,Medium
51234,IZ-2015-TS1108561-42035,2015-01-31,2015-02-02,Second Class,10.22,Medium
13094,ES-2015-TB2125048-42362,2015-12-24,2015-12-30,Standard Class,10.22,Medium
25122,ID-2015-CS11845118-42168,2015-06-13,2015-06-17,Standard Class,10.21,Medium
20371,IN-2015-CK1259527-42196,2015-07-11,2015-07-15,Standard Class,10.21,High
23766,IN-2013-CC1261027-41286,2013-01-12,2013-01-16,Standard Class,10.21,High
49233,SG-2014-CK2760111-41879,2014-08-28,2014-08-28,Same Day,10.21,Medium
49769,LY-2013-EB370574-41409,2013-05-15,2013-05-18,First Class,10.21,High
30692,ID-2012-GH1441092-41020,2012-04-21,2012-04-25,Standard Class,10.21,High
42421,EG-2012-HG502538-41012,2012-04-13,2012-04-18,Standard Class,10.21,High
33639,US-2012-GM14455140-41273,2012-12-30,2013-01-02,First Class,24.7,Medium
23935,IN-2012-LW16825113-40991,2012-03-23,2012-03-25,Second Class,10.21,Critical
31385,CA-2014-GM14455140-41735,2014-04-06,2014-04-11,Second Class,21.89,Medium
37697,CA-2015-GM14455140-42223,2015-08-07,2015-08-13,Standard Class,21.1,Medium
30784,ID-2013-TC2114592-41291,2013-01-17,2013-01-21,Standard Class,10.21,High
24446,IN-2013-TS214307-41508,2013-08-22,2013-08-26,Standard Class,10.21,High
1895,MX-2014-RD1966093-41900,2014-09-18,2014-09-23,Standard Class,10.206,Medium
30149,ID-2015-BD116057-42103,2015-04-09,2015-04-13,Standard Class,10.2,High
20529,IN-2015-EH139451-42249,2015-09-02,2015-09-06,Standard Class,10.2,Medium
9249,MX-2013-EA1403582-41464,2013-07-09,2013-07-12,First Class,10.2,Medium
24250,IN-2015-EM1406558-42353,2015-12-15,2015-12-19,Standard Class,10.2,High
32700,US-2014-GM14455140-41749,2014-04-20,2014-04-26,Standard Class,12.21,Medium
12573,IT-2015-HJ14875120-42228,2015-08-12,2015-08-16,Standard Class,10.2,High
34628,CA-2015-GM14455140-42353,2015-12-15,2015-12-21,Standard Class,11.96,Medium
50850,LH-2015-JC538575-42188,2015-07-03,2015-07-07,Standard Class,10.2,High
32699,US-2014-GM14455140-41749,2014-04-20,2014-04-26,Standard Class,11.41,Medium
48456,PL-2012-KD6495103-41073,2012-06-13,2012-06-19,Standard Class,10.2,Medium
25754,ID-2015-MC18130144-42129,2015-05-05,2015-05-09,Standard Class,10.2,High
37696,CA-2015-GM14455140-42223,2015-08-07,2015-08-13,Standard Class,1.96,Medium
24067,IN-2015-RD1981027-42199,2015-07-14,2015-07-15,First Class,10.2,High
34629,CA-2015-GM14455140-42353,2015-12-15,2015-12-21,Standard Class,1.36,Medium
17412,ES-2014-TM21010120-42000,2014-12-27,2014-12-31,Standard Class,10.2,Medium
14090,ES-2015-TC21145120-42319,2015-11-11,2015-11-16,Standard Class,10.2,High
50516,MO-2014-TR1132586-41972,2014-11-29,2014-12-03,Standard Class,10.2,Medium
3880,MX-2014-MS1771039-41746,2014-04-17,2014-04-21,Standard Class,10.199,Medium
8268,MX-2014-CS1240031-41863,2014-08-12,2014-08-17,Standard Class,10.191,Medium
16230,IT-2014-BO1135062-41832,2014-07-12,2014-07-19,Standard Class,10.19,Medium
15806,ES-2015-HW1493545-42216,2015-07-31,2015-08-06,Standard Class,10.19,Medium
33638,US-2012-GM14455140-41273,2012-12-30,2013-01-02,First Class,1.22,Medium
34630,CA-2015-GM14455140-42353,2015-12-15,2015-12-21,Standard Class,1.1,Medium
21480,ID-2015-LT171107-42045,2015-02-10,2015-02-14,Second Class,10.19,Medium
29515,IN-2014-MC1742527-41653,2014-01-14,2014-01-14,Same Day,10.19,Medium
23014,ID-2015-TB2152088-42048,2015-02-13,2015-02-19,Standard Class,10.19,Medium
9899,MX-2015-DL1286582-42194,2015-07-09,2015-07-15,Standard Class,10.188,Medium
47,US-2013-AS1024036-41391,2013-04-27,2013-05-02,Standard Class,10.187,Medium
10607,ES-2013-AH1021048-41541,2013-09-24,2013-09-28,Standard Class,10.18,Medium
30120,IN-2015-AC1061559-42341,2015-12-03,2015-12-07,Standard Class,10.18,High
15508,IT-2013-BT11395125-41522,2013-09-05,2013-09-09,Standard Class,10.18,High
25043,ID-2014-CM1223597-41798,2014-06-08,2014-06-15,Standard Class,10.18,Low
15977,IT-2015-DM1301564-42091,2015-03-28,2015-03-30,Second Class,10.18,High
43272,SF-2012-JG5160117-41254,2012-12-11,2012-12-13,Second Class,10.18,High
45090,SA-2014-MZ7335110-41760,2014-05-01,2014-05-03,First Class,10.18,High
10687,ES-2015-NS1850545-42307,2015-10-30,2015-11-04,Standard Class,10.18,Medium
35697,CA-2014-GZ14470140-41716,2014-03-18,2014-03-18,Same Day,214.01,High
828,US-2014-DV1304554-41915,2014-10-03,2014-10-07,Second Class,10.177,High
7786,US-2015-TT2122036-42138,2015-05-14,2015-05-18,Standard Class,10.176,High
26116,ID-2014-AH101207-41696,2014-02-26,2014-03-02,Standard Class,10.17,Medium
25400,IN-2015-AH1058527-42027,2015-01-23,2015-01-28,Standard Class,10.17,Medium
30671,ID-2013-BS1159092-41548,2013-10-01,2013-10-03,First Class,10.17,High
35698,CA-2014-GZ14470140-41716,2014-03-18,2014-03-18,Same Day,111.76,High
38005,CA-2013-GZ14470140-41592,2013-11-14,2013-11-19,Standard Class,52.02,Medium
35696,CA-2014-GZ14470140-41716,2014-03-18,2014-03-18,Same Day,38.17,High
16505,ES-2013-GZ1454545-41291,2013-01-17,2013-01-17,Same Day,10.17,High
16198,ES-2014-GM1469548-41917,2014-10-05,2014-10-09,Standard Class,10.17,High
23758,IN-2014-HG149657-41864,2014-08-13,2014-08-19,Standard Class,10.17,Medium
27842,IN-2013-JD1579027-41355,2013-03-22,2013-03-29,Standard Class,10.17,Medium
28609,IN-2015-JK1609027-42007,2015-01-03,2015-01-07,Standard Class,10.17,Medium
40174,CA-2015-GZ14470140-42265,2015-09-18,2015-09-24,Standard Class,27.47,Medium
27954,IN-2012-LE168107-41202,2012-10-20,2012-10-26,Standard Class,10.17,Medium
38006,CA-2013-GZ14470140-41592,2013-11-14,2013-11-19,Standard Class,23.43,Medium
40190,CA-2012-GZ14470140-41125,2012-08-04,2012-08-11,Standard Class,21.2,Medium
7873,US-2014-TB2135555-41860,2014-08-09,2014-08-12,Second Class,10.168,Medium
7599,MX-2015-TB2152082-42273,2015-09-26,2015-09-30,Standard Class,10.167,Medium
5633,MX-2014-LC1693093-41906,2014-09-24,2014-09-28,Standard Class,10.166,High
3972,MX-2012-CM1244582-41100,2012-07-10,2012-07-15,Standard Class,10.162,Medium
9266,US-2015-CC1268555-42215,2015-07-30,2015-07-30,Same Day,10.161,High
13583,ES-2015-AI1085548-42025,2015-01-21,2015-01-26,Standard Class,10.16,Medium
14231,IT-2012-BD11500104-41259,2012-12-16,2012-12-18,Second Class,10.16,High
12348,ES-2014-FO1430548-41897,2014-09-15,2014-09-21,Standard Class,10.16,Low
10422,ES-2015-GT1475564-42301,2015-10-24,2015-10-26,First Class,10.16,High
45194,TU-2013-LC6960134-41466,2013-07-11,2013-07-14,First Class,10.16,High
22694,IN-2015-NL18310130-42052,2015-02-17,2015-02-17,Same Day,10.16,High
22252,IN-2014-PC1874558-41667,2014-01-28,2014-02-02,Second Class,10.16,Medium
27473,ID-2015-RE19405102-42169,2015-06-14,2015-06-19,Standard Class,10.16,High
11578,ES-2013-RO19780139-41523,2013-09-06,2013-09-08,Second Class,10.16,High
31245,IN-2014-RC1996092-41723,2014-03-25,2014-03-27,Second Class,10.16,Medium
43064,IS-2015-SC1030563-42333,2015-11-25,2015-11-27,Second Class,10.16,Critical
50658,CG-2012-TB1162533-40954,2012-02-15,2012-02-20,Standard Class,10.16,Medium
3007,US-2015-GZ1447082-42176,2015-06-21,2015-06-25,Standard Class,10.157,High
23782,IN-2015-AH1058566-42144,2015-05-20,2015-05-25,Standard Class,10.15,High
28623,ID-2014-EJ137207-41741,2014-04-12,2014-04-15,Second Class,10.15,Medium
20220,ES-2013-JE15715139-41544,2013-09-27,2013-09-29,First Class,10.15,High
35423,CA-2015-GZ14470140-42131,2015-05-07,2015-05-10,First Class,7.49,Medium
26519,IN-2013-SL2015527-41425,2013-05-31,2013-06-04,Second Class,10.15,Medium
31399,CA-2014-GZ14470140-41975,2014-12-02,2014-12-05,Second Class,5.1,Critical
45061,IR-2013-TB1125060-41422,2013-05-28,2013-06-04,Standard Class,10.15,Medium
8596,MX-2014-BF1117039-41996,2014-12-23,2014-12-26,First Class,10.147,Medium
4575,MX-2014-AF1088582-41881,2014-08-30,2014-09-01,Second Class,10.145,Critical
10249,US-2015-LW1699018-42273,2015-09-26,2015-09-28,First Class,10.145,Medium
5552,MX-2013-SC2057582-41534,2013-09-17,2013-09-23,Standard Class,10.143,Low
30156,IN-2014-AR1057011-41971,2014-11-28,2014-12-01,Second Class,10.14,High
47631,JO-2015-BW111067-42068,2015-03-05,2015-03-09,Standard Class,10.14,High
29029,IN-2015-BG1169559-42301,2015-10-24,2015-10-29,Standard Class,10.14,Medium
44041,IR-2014-CB202560-41852,2014-08-01,2014-08-06,Second Class,10.14,Medium
43134,NI-2014-PR888095-41982,2014-12-09,2014-12-11,First Class,10.14,High
15734,ES-2014-TP2113045-41698,2014-02-28,2014-03-04,Standard Class,10.14,High
9465,MX-2014-DK1298593-41780,2014-05-21,2014-05-25,Standard Class,10.132,High
40175,CA-2015-GZ14470140-42265,2015-09-18,2015-09-24,Standard Class,2.72,Medium
24398,IN-2015-CK125957-42241,2015-08-25,2015-08-29,Standard Class,10.13,Medium
30556,ID-2015-FW1439592-42232,2015-08-16,2015-08-21,Standard Class,10.13,Medium
17602,IT-2012-PB1880548-41250,2012-12-07,2012-12-11,Second Class,10.13,Medium
8764,MX-2015-SB2029039-42273,2015-09-26,2015-10-02,Standard Class,10.129,Medium
3789,MX-2014-CC1267093-41773,2014-05-14,2014-05-18,Standard Class,10.128,High
9954,MX-2015-PO1885082-42279,2015-10-02,2015-10-07,Standard Class,10.128,Medium
5993,MX-2013-Co1264093-41348,2013-03-15,2013-03-18,First Class,10.125,Critical
2659,MX-2014-EB1397593-41958,2014-11-15,2014-11-19,Second Class,10.125,High
1904,MX-2015-MY1829593-42355,2015-12-17,2015-12-19,First Class,10.125,Critical
43544,SF-2013-AS10045117-41593,2013-11-15,2013-11-20,Standard Class,10.12,Medium
46083,CA-2012-GZ447023-41012,2012-04-13,2012-04-19,Standard Class,2.54,Low
23984,ID-2015-DH1307559-42080,2015-03-17,2015-03-22,Second Class,10.12,Medium
41291,CM-2012-FW439522-41062,2012-06-02,2012-06-07,Standard Class,10.12,High
28901,ID-2014-SJ2021559-41739,2014-04-10,2014-04-16,Standard Class,10.12,Medium
12277,ES-2013-SC20230139-41605,2013-11-27,2013-12-03,Standard Class,10.12,Low
27719,IN-2015-VM216857-42146,2015-05-22,2015-05-28,Standard Class,10.12,Medium
8796,MX-2013-JM1565582-41373,2013-04-09,2013-04-14,Standard Class,10.116,High
4071,MX-2014-MC1763593-41930,2014-10-18,2014-10-25,Standard Class,10.113,Medium
32035,CA-2012-GZ14470140-41159,2012-09-07,2012-09-11,Standard Class,2.16,Medium
45739,TZ-2014-BD1635129-41905,2014-09-23,2014-09-25,Second Class,10.11,High
43809,EG-2014-JK612038-41727,2014-03-29,2014-04-03,Second Class,10.11,High
46081,CA-2012-GZ447023-41012,2012-04-13,2012-04-19,Standard Class,2.16,Low
15639,ES-2015-NP18685139-42166,2015-06-11,2015-06-16,Standard Class,10.11,Medium
2459,MX-2012-HP1481536-41138,2012-08-17,2012-08-21,Second Class,10.109,High
3556,US-2013-GW1460555-41553,2013-10-06,2013-10-12,Standard Class,10.104,Medium
2544,MX-2014-LS1697550-41709,2014-03-11,2014-03-11,Same Day,10.104,High
16326,ES-2014-AS1009045-41885,2014-09-03,2014-09-05,Second Class,10.1,Critical
13267,ES-2015-AM10705120-42213,2015-07-28,2015-08-03,Standard Class,10.1,Medium
14284,ES-2014-AJ1078048-41894,2014-09-12,2014-09-14,First Class,10.1,Medium
25269,IN-2014-BF112157-41866,2014-08-15,2014-08-21,Standard Class,10.1,Medium
21814,ID-2015-CS121307-42314,2015-11-06,2015-11-08,First Class,10.1,Medium
11066,ES-2015-JW1607545-42224,2015-08-08,2015-08-11,First Class,10.1,Medium
13654,IT-2013-KB1631545-41377,2013-04-13,2013-04-18,Second Class,10.1,High
15172,ES-2013-MY1738064-41425,2013-05-31,2013-06-02,Second Class,10.1,High
32179,US-2015-GZ14470140-42362,2015-12-24,2015-12-24,Same Day,2.1,Critical
6116,MX-2014-SK1999082-41902,2014-09-20,2014-09-22,Second Class,10.1,Critical
70,MX-2014-BM1114028-41843,2014-07-23,2014-07-29,Standard Class,10.098,Low
4996,MX-2014-SK1999082-41922,2014-10-10,2014-10-15,Second Class,10.098,High
2339,MX-2014-JH1598551-41816,2014-06-26,2014-06-28,First Class,10.093,Medium
3126,MX-2015-DH1307593-42244,2015-08-28,2015-09-01,Standard Class,10.091,Medium
13123,ES-2013-CB1202548-41405,2013-05-11,2013-05-15,Standard Class,10.09,Medium
48827,SA-2015-EM4065110-42299,2015-10-22,2015-10-26,Second Class,10.09,Medium
26579,IN-2015-EB141107-42050,2015-02-15,2015-02-17,Second Class,10.09,Medium
22161,ID-2014-FC1433559-41902,2014-09-20,2014-09-25,Second Class,10.09,Medium
41928,SA-2014-GD4590110-41969,2014-11-26,2014-11-30,Standard Class,10.09,Medium
27754,ID-2012-GT1463559-41020,2012-04-21,2012-04-25,Standard Class,10.09,Medium
22600,IN-2013-JE1561027-41412,2013-05-18,2013-05-24,Standard Class,10.09,Medium
11273,ES-2015-KM1637548-42259,2015-09-12,2015-09-12,Same Day,10.09,Critical
41461,IR-2015-LP709560-42253,2015-09-06,2015-09-11,Second Class,10.09,Medium
16720,ES-2014-MV1819045-41857,2014-08-06,2014-08-13,Standard Class,10.09,Medium
20558,ID-2012-SV2036597-41217,2012-11-04,2012-11-08,Standard Class,10.09,High
5620,MX-2012-KW1657039-41220,2012-11-07,2012-11-11,Second Class,10.083,Medium
10031,US-2015-DM1352518-42139,2015-05-15,2015-05-18,First Class,10.082,Medium
12568,ES-2012-AB1001564-40988,2012-03-20,2012-03-23,First Class,10.08,Critical
11936,ES-2014-FW1439545-41957,2014-11-14,2014-11-18,Standard Class,10.08,Medium
31011,IN-2014-JC1538592-41821,2014-07-01,2014-07-06,Standard Class,10.08,Medium
35633,CA-2013-GZ14470140-41628,2013-12-20,2013-12-24,Standard Class,1.83,Medium
22038,IN-2015-JW1607558-42013,2015-01-09,2015-01-12,First Class,10.08,High
12397,ES-2015-MP1796548-42315,2015-11-07,2015-11-11,Standard Class,10.08,Medium
5927,MX-2013-MF1825031-41535,2013-09-18,2013-09-22,Standard Class,10.08,High
21467,IN-2012-NF185957-41271,2012-12-28,2012-12-28,Same Day,10.08,High
45234,IR-2015-NB865560-42259,2015-09-12,2015-09-16,Standard Class,10.08,High
12146,ES-2015-RE19405139-42241,2015-08-25,2015-08-27,First Class,10.08,Critical
29580,ID-2012-SC20050102-40917,2012-01-09,2012-01-13,Standard Class,10.08,High
22196,IN-2013-TC211457-41286,2013-01-12,2013-01-17,Standard Class,10.08,High
35632,CA-2013-GZ14470140-41628,2013-12-20,2013-12-24,Standard Class,1.49,Medium
782,MX-2014-BP1118582-41923,2014-10-11,2014-10-14,First Class,10.075,Medium
8975,MX-2014-TT2107018-41773,2014-05-14,2014-05-18,Standard Class,10.075,High
4893,MX-2012-BG1169582-41250,2012-12-07,2012-12-07,Same Day,10.072,High
8359,MX-2012-ND1837082-41223,2012-11-10,2012-11-12,Second Class,10.072,Medium
46082,CA-2012-GZ447023-41012,2012-04-13,2012-04-19,Standard Class,1.31,Low
27873,IN-2014-HF1499527-41912,2014-09-30,2014-10-05,Standard Class,10.07,Medium
18318,ES-2015-JB1540064-42166,2015-06-11,2015-06-16,Standard Class,10.07,High
30451,ID-2012-KL1664592-40911,2012-01-03,2012-01-09,Standard Class,10.07,Low
25170,IN-2015-LS1723078-42251,2015-09-04,2015-09-08,Standard Class,10.07,High
31332,CA-2014-GH14485140-41982,2014-12-09,2014-12-11,First Class,140.6,High
20197,ES-2015-TT21220139-42322,2015-11-14,2015-11-20,Standard Class,10.07,Medium
1770,MX-2013-PW1924093-41325,2013-02-20,2013-02-23,First Class,10.063,Medium
48798,RW-2013-EH4185109-41412,2013-05-18,2013-05-23,Standard Class,10.06,Medium
48812,CA-2014-GH448523-41991,2014-12-18,2014-12-20,Second Class,53.55,High
31333,CA-2014-GH14485140-41982,2014-12-09,2014-12-11,First Class,41.06,High
16870,ES-2012-LD1700545-41116,2012-07-26,2012-07-31,Standard Class,10.06,Medium
26106,ID-2015-NP18685144-42105,2015-04-11,2015-04-16,Second Class,10.06,High
30571,IN-2012-TS2134092-41219,2012-11-06,2012-11-08,First Class,10.06,Critical
13517,IT-2013-VW2177545-41580,2013-11-02,2013-11-05,Second Class,10.06,Medium
4545,MX-2015-DL128655-42161,2015-06-06,2015-06-10,Standard Class,10.057,High
48813,CA-2014-GH448523-41991,2014-12-18,2014-12-20,Second Class,16.5,High
12616,IT-2013-AO1081064-41548,2013-10-01,2013-10-05,Standard Class,10.05,Medium
19037,ES-2012-AI1085548-41187,2012-10-05,2012-10-11,Standard Class,10.05,Medium
47978,UP-2012-CA2775137-41066,2012-06-06,2012-06-10,Second Class,10.05,Medium
14568,ES-2012-FO14305120-41067,2012-06-07,2012-06-12,Standard Class,10.05,Medium
24264,ID-2014-JK153257-41984,2014-12-11,2014-12-14,Second Class,10.05,Critical
50646,NI-2015-KL655595-42164,2015-06-09,2015-06-16,Standard Class,10.05,Low
22208,ID-2015-MT1807059-42160,2015-06-05,2015-06-11,Standard Class,10.05,Medium
46786,CM-2014-RS987022-41870,2014-08-19,2014-08-23,Standard Class,10.05,High
26521,IN-2013-SL2015527-41425,2013-05-31,2013-06-04,Second Class,10.05,Medium
47548,MO-2015-TM1149086-42199,2015-07-14,2015-07-16,First Class,10.05,Critical
8716,MX-2015-TN2104031-42182,2015-06-27,2015-07-04,Standard Class,10.041,Medium
39430,CA-2013-GH14485140-41555,2013-10-08,2013-10-13,Standard Class,5.53,Medium
48814,CA-2014-GH448523-41991,2014-12-18,2014-12-20,Second Class,1.66,High
13521,ES-2014-GM144408-41982,2014-12-09,2014-12-16,Standard Class,10.04,Medium
26067,IN-2014-JK1532558-41980,2014-12-07,2014-12-12,Second Class,10.04,Medium
21280,IN-2014-JH1591058-41677,2014-02-07,2014-02-11,Standard Class,10.04,Medium
30927,IN-2013-KB1660092-41563,2013-10-16,2013-10-22,Standard Class,10.04,Medium
24046,IN-2013-LC1696027-41423,2013-05-29,2013-05-31,First Class,10.04,High
20725,IN-2013-PB1915027-41289,2013-01-15,2013-01-20,Standard Class,10.04,Medium
36415,CA-2013-GM14500140-41543,2013-09-26,2013-10-03,Standard Class,50.24,Medium
33321,US-2015-GM14500140-42237,2015-08-21,2015-08-23,Second Class,23.63,Medium
36416,CA-2013-GM14500140-41543,2013-09-26,2013-10-03,Standard Class,6.67,Medium
10197,US-2015-CS1249018-42286,2015-10-09,2015-10-16,Standard Class,10.035,Medium
4765,MX-2015-GH1442582-42168,2015-06-13,2015-06-17,Standard Class,10.033,High
7830,MX-2012-RD1993051-41237,2012-11-24,2012-11-25,First Class,10.033,Medium
19078,ES-2012-AB10015139-41002,2012-04-03,2012-04-08,Standard Class,10.03,High
3984,MX-2013-AT1073518-41572,2013-10-25,2013-10-29,Second Class,10.03,High
40972,CA-2014-GM14500140-41766,2014-05-07,2014-05-11,Standard Class,6.37,High
23209,IN-2014-EH14125144-41815,2014-06-25,2014-06-30,Standard Class,10.03,Medium
47833,LH-2015-GP474075-42218,2015-08-02,2015-08-05,Second Class,10.03,Medium
10940,ES-2012-JK1612048-41257,2012-12-14,2012-12-19,Standard Class,10.03,Medium
24235,IN-2013-LB1673558-41604,2013-11-26,2013-12-03,Standard Class,10.03,Medium
12493,ES-2015-LW1712545-42165,2015-06-10,2015-06-14,Second Class,10.03,Medium
45799,SA-2012-MM7260110-41269,2012-12-26,2012-12-28,Second Class,10.03,Critical
43357,IZ-2015-MB730561-42347,2015-12-09,2015-12-11,First Class,10.03,High
36400,CA-2013-GM14500140-41359,2013-03-26,2013-03-30,Second Class,4.64,Medium
43902,IR-2015-NS864060-42106,2015-04-12,2015-04-19,Standard Class,10.03,Medium
11566,ES-2015-SJ2021548-42248,2015-09-01,2015-09-05,Standard Class,10.03,Medium
42539,TU-2015-TB11280134-42204,2015-07-19,2015-07-23,Second Class,10.03,Medium
27000,IN-2013-TS2150527-41532,2013-09-15,2013-09-20,Standard Class,10.03,High
1087,MX-2013-AF1087018-41418,2013-05-24,2013-05-26,Second Class,10.024,Critical
2847,US-2015-MG176805-42161,2015-06-06,2015-06-10,Standard Class,10.023,Medium
39141,US-2015-GM14500140-42207,2015-07-22,2015-07-26,Standard Class,2.94,High
